pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
2oi8_A,1lf7_A,9,27,138,156,0.58982,18,18,49,0.790575916,0,0.209424084,1,10,357,10,2,40,128,20
2rkl_A,3q7a_A,294,311,127,143,0.63295,17,16,49,0.841463415,0,0.158536585,1,20,5,420,1,25,40,120
2yzr_C,4twg_C,130,146,51,68,0.60041,16,17,49,0.718954248,0.196078431,0.08496732,3,20,20,70,3,40,980,10
3tdn_B,3ocu_A,29,47,131,146,0.58077,18,15,49,0.72,0.211428571,0.068571429,3,20,20,70,3,40,50,1000
2xrh_A,2np2_A,79,101,35,58,0.68573,22,23,49,0.811320755,0.018867925,0.169811321,1,20,120,1430,4,10,520,10
3f5h_A,4yli_E,8,36,122,150,0.73082,28,28,49,0.125482625,0.007722008,0.862934363,1,20,5,1180,3,10,100,10
2r8w_A,4j29_A,145,166,12,33,0.55545,21,21,49,0.680851064,0.196808511,0.122340426,3,20,20,70,3,40,50,11230
2qw5_A,4rx6_D,30,57,21,48,0.55469,27,27,49,0.597701149,0.16091954,0.24137931,3,20,20,150,3,30,70,120
5e62_B,1k1f_D,38,63,27,52,0.55556,25,25,49,0.771689498,0.059360731,0.168949772,3,90,20,10,4,10,280,30
2ld3_A,3d19_B,64,91,117,140,0.61152,27,23,49,0.899176955,0,0.100823045,1,10,3060,20,1,20,1260,120
5aps_A,4yli_E,47,74,122,149,0.70231,27,27,48,0.87804878,0.009756098,0.112195122,1,20,5,170,3,10,100,10
3gz1_A,3o22_A,87,103,155,171,0.60684,16,16,48,0.811188811,0,0.188811189,1,25,40,10,2,40,128,20
2e42_A,1u2m_C,319,335,45,61,0.55145,16,16,48,0.852941176,0,0.147058824,1,20,5,170,3,30,910,20
3ieg_A,3o22_A,285,301,155,171,0.58656,16,16,48,0.897260274,0,0.102739726,1,25,40,10,2,40,128,20
3b2e_H,1am9_B,42,60,370,388,0.56456,18,18,48,0.889502762,0,0.110497238,1,10,287,660,4,10,280,10
2rkl_A,2qfc_A,294,310,131,147,0.58157,16,16,48,0.896774194,0,0.103225806,1,20,5,420,1,25,40,10
1gu4_A,1u2m_C,319,335,45,61,0.57431,16,16,48,0.788321168,0,0.211678832,1,20,5,170,3,30,910,20
3w07_A,3rfq_C,74,96,68,89,0.58493,22,21,48,0.704819277,0.144578313,0.15060241,3,20,20,70,3,40,980,10
1ci6_A,4m44_B,316,340,37,61,0.68027,24,24,48,0.199134199,0,0.800865801,1,20,5,170,3,90,20,10
3fx7_A,1ya9_A,42,66,59,83,0.58328,24,24,48,0.88671875,0,0.11328125,1,10,287,850,1,20,120,20
1wa3_D,1qys_A,22,43,62,83,0.57468,21,21,48,0.580310881,0.238341969,0.18134715,3,20,20,70,3,30,1710,10
1w3i_A,4w4m_H,19,44,28,52,0.56903,25,24,48,0.623966942,0.161157025,0.214876033,3,20,20,70,3,30,70,1530
3w07_A,2g2c_A,74,96,50,71,0.67223,22,21,48,0.705705706,0.144144144,0.15015015,3,20,20,70,3,40,980,10
3o10_C,1qqe_A,4457,4485,40,68,0.7268,28,28,48,0.829545455,0,0.170454545,1,20,120,330,1,25,40,10
1sig_A,3ok8_A,329,353,100,124,0.60693,24,24,48,0.888888889,0,0.111111111,1,10,601,10,1,20,1270,60
2f6u_A,3tdn_A,1021,1066,34,82,0.56452,45,48,48,0.486284289,0.149625935,0.364089776,3,20,20,390,3,40,50,12600
1sig_A,2c5j_A,329,353,37,61,0.6643,24,24,48,0.888086643,0,0.111913357,1,10,601,10,1,20,58,90
1mhw_C,4yyu_A,182,207,176,201,0.84948,25,25,48,0.032258065,0.411290323,0.556451613,2,40,50,170,3,90,70,10
3q4h_D,1wrd_A,46,70,280,304,0.57266,24,24,48,0.896103896,0,0.103896104,1,10,287,1060,1,20,58,160
1sig_A,2dnx_A,329,353,15,39,0.61838,24,24,48,0.888489209,0,0.111510791,1,10,601,10,1,20,58,70
4fgq_B,4rha_A,138,163,258,283,0.60639,25,25,48,0.68220339,0.241525424,0.076271186,3,10,620,30,3,30,1330,60
2v82_A,1vr4_C,110,128,59,76,0.55124,18,17,48,0.593548387,0.2,0.206451613,3,20,20,70,3,30,110,70
1dzk_A,4ltt_A,124,141,17,36,0.55197,17,19,47,0.870786517,0,0.129213483,2,40,128,20,3,30,2310,20
4wfv_A,3g5o_C,123,140,33,51,0.57611,17,18,47,0.865497076,0,0.134502924,2,40,128,20,3,30,2310,20
2o5g_A,1tif_A,22,38,24,40,0.56169,16,16,47,0.684931507,0.143835616,0.171232877,1,10,238,10,3,10,20,80
1dw0_A,3noq_A,97,113,79,95,0.59647,16,16,47,0.638888889,0,0.361111111,1,10,760,10,3,40,50,880
2o5g_A,1owf_A,114,129,17,35,0.59601,15,18,47,0.821192053,0,0.178807947,1,10,238,10,4,10,520,10
1dw0_A,3er6_A,97,113,93,109,0.62679,16,16,47,0.65,0,0.35,1,10,760,10,3,40,50,880
1dw0_A,4lru_A,97,113,114,130,0.63298,16,16,47,0.64640884,0,0.35359116,1,10,760,10,3,40,50,880
1waz_A,4tpj_A,45,69,180,206,0.55618,24,26,47,0.779017857,0,0.220982143,1,10,287,910,1,20,1250,20
1gks_A,1n57_A,61,77,163,179,0.61159,16,16,47,0.75,0,0.25,1,10,760,10,3,40,50,880
4p3f_A,1klx_A,151,173,70,95,0.57401,22,25,47,0.779342723,0,0.220657277,1,10,3450,40,1,25,40,10
4xsl_C,3dfe_A,18,43,16,41,0.58273,25,25,47,0.616071429,0.174107143,0.209821429,3,20,20,150,3,30,70,120
1w2l_A,2abw_A,83,99,64,81,0.59785,16,17,47,0.867088608,0,0.132911392,1,10,760,10,3,40,50,880
1qwd_B,1wn2_A,146,171,61,87,0.5682,25,26,47,0.64556962,0.168776371,0.185654008,2,40,128,20,3,40,1490,10
4yli_E,4m44_B,122,148,41,71,0.57681,26,30,47,0.726890756,0.084033613,0.18907563,3,10,100,10,3,90,20,10
1dw0_A,3mgk_B,97,113,80,96,0.5699,16,16,47,0.640883978,0,0.359116022,1,10,760,10,3,40,50,880
4wfv_A,5iwh_A,123,140,22,39,0.60435,17,17,47,0.865497076,0,0.134502924,2,40,128,20,3,30,2310,20
256b_A,2wvi_A,23,43,90,111,0.59724,20,21,47,0.833333333,0,0.166666667,1,20,120,10,1,25,40,430
2rkl_A,3hym_L,294,310,384,400,0.56708,16,16,47,0.896774194,0,0.103225806,1,20,5,420,1,25,40,10
3bee_A,2pk8_A,165,187,9,32,0.59057,22,23,47,0.800995025,0.014925373,0.184079602,1,25,40,10,3,30,2320,10
1dzk_A,3g5o_C,124,141,33,51,0.56817,17,18,47,0.881355932,0,0.118644068,2,40,128,20,3,30,2310,20
2fi0_A,1p1l_A,62,79,11,30,0.56628,17,19,47,0.691823899,0.157232704,0.150943396,1,10,3910,10,3,30,70,120
1tc3_C,2xrh_A,206,222,56,71,0.56417,16,15,47,0.765100671,0,0.234899329,1,10,10,60,1,20,120,1430
1s4k_A,2ouw_B,-8,14,91,112,0.5546,22,21,47,0.840277778,0,0.159722222,1,10,3100,10,1,20,1290,10
4uxd_A,4gm2_A,79,106,80,111,0.58777,27,31,47,0.541501976,0.134387352,0.324110672,3,20,20,70,3,90,226,10
2ec1_A,4tlq_B,101,124,56,79,0.56533,23,23,46,0.669767442,0.234883721,0.095348837,2,30,29,30,3,30,70,330
2ec1_A,1oia_A,101,124,54,77,0.61925,23,23,46,0.669767442,0.23255814,0.097674419,2,30,29,30,3,30,70,330
2ec1_A,2a3j_A,101,124,74,97,0.55414,23,23,46,0.66744186,0.227906977,0.104651163,2,30,29,30,3,30,70,330
2ec1_A,3ulh_A,101,124,148,171,0.59047,23,23,46,0.670533643,0.234338747,0.09512761,2,30,29,30,3,30,70,330
2ec1_A,1nu4_A,101,124,54,77,0.64313,23,23,46,0.669767442,0.23255814,0.097674419,2,30,29,30,3,30,70,330
2ec1_A,3mdf_A,101,124,49,72,0.55275,23,23,46,0.669767442,0.234883721,0.095348837,2,30,29,30,3,30,70,330
2ec1_A,3zzy_B,101,124,223,246,0.56479,23,23,46,0.669767442,0.234883721,0.095348837,2,30,29,30,3,30,70,330
256b_A,1klx_A,20,43,74,97,0.55508,23,23,46,0.758974359,0,0.241025641,1,20,120,10,1,25,40,10
2ec1_A,5cyj_A,101,124,63,86,0.58368,23,23,46,0.669767442,0.230232558,0.1,2,30,29,30,3,30,70,330
2ec1_A,5d78_A,101,124,354,377,0.55644,23,23,46,0.669767442,0.237209302,0.093023256,2,30,29,30,3,30,70,330
1y9b_A,2lna_A,15,31,69,85,0.61214,16,16,46,0.832061069,0,0.167938931,1,20,5,780,3,40,1690,20
4gbu_A,3rfq_C,171,194,71,94,0.58501,23,23,46,0.564102564,0.220512821,0.215384615,3,20,20,70,3,40,980,10
4eic_A,3b7c_A,72,91,45,64,0.56598,19,19,46,0.891566265,0.006024096,0.102409639,1,10,760,10,3,10,450,50
5e1w_A,3okq_A,38,65,654,679,0.55316,27,25,46,0.88,0.06,0.06,1,10,10,10,1,20,58,1540
4i7w_A,1di6_A,18,46,41,71,0.60049,28,30,46,0.607003891,0.042801556,0.350194553,3,20,20,70,3,40,980,10
3mhv_A,4e6h_A,294,311,430,446,0.56575,17,16,46,0.87195122,0,0.12804878,1,20,5,420,1,25,40,1040
2rkl_A,3ieg_A,294,310,204,220,0.66268,16,16,46,0.896774194,0,0.103225806,1,20,5,420,1,25,40,10
1oqc_A,3lnb_A,59,77,66,84,0.55514,18,18,46,0.895604396,0,0.104395604,1,20,120,310,3,30,2140,20
2ec1_A,2krb_A,101,124,63,86,0.55106,23,23,46,0.662790698,0.230232558,0.106976744,2,30,29,30,3,30,70,330
2xrh_A,1qoj_A,77,95,628,646,0.56731,18,18,46,0.886363636,0,0.113636364,1,20,120,1430,4,10,860,10
2ijq_A,4lct_A,38,64,141,165,0.5861,26,24,46,0.788461538,0,0.211538462,1,10,3450,10,1,25,40,570
4esf_A,2yma_A,43,68,317,342,0.60112,25,25,46,0.617117117,0.225225225,0.157657658,1,10,10,10,3,10,310,60
4un2_B,4ycb_A,332,348,37,53,0.56575,16,16,46,0.804878049,0.018292683,0.176829268,1,10,8,10,3,40,50,7700
2jgq_A,4lda_B,95,112,61,77,0.62186,17,16,46,0.832369942,0,0.167630058,3,20,20,70,3,40,50,2300
2cpg_B,2lna_A,12,28,69,85,0.57383,16,16,46,0.852348993,0,0.147651007,1,10,1220,10,3,40,1690,20
4yii_A,3fiu_A,790,806,222,238,0.60847,16,16,46,0.881578947,0,0.118421053,1,10,10,10,3,40,50,620
2e42_A,5e62_B,312,336,104,128,0.65953,24,24,46,0.898058252,0,0.101941748,1,20,5,170,3,90,20,10
3b2e_H,1z0k_B,43,65,477,498,0.55657,22,21,46,0.799065421,0,0.200934579,1,10,287,660,4,10,860,20
1cf7_B,2xrh_A,88,107,41,61,0.5728,19,20,46,0.710382514,0,0.289617486,1,10,10,10,1,20,120,1430
2xrh_A,1e52_A,77,95,15,33,0.55767,18,18,46,0.875,0,0.125,1,20,120,1430,4,10,860,10
1gu4_A,5e62_B,312,336,104,128,0.6527,24,24,46,0.855072464,0,0.144927536,1,20,5,170,3,90,20,10
3gw4_A,2pk8_A,84,103,8,27,0.61366,19,19,46,0.895604396,0,0.104395604,1,25,40,10,3,30,2320,10
3t97_C,4m44_B,391,414,39,62,0.6441,23,23,46,0.871111111,0,0.128888889,1,20,5,170,3,90,20,10
2ec1_A,2mkc_A,101,124,54,77,0.55877,23,23,46,0.66744186,0.234883721,0.097674419,2,30,29,30,3,30,70,330
5aur_A,2lai_A,67,84,120,137,0.60316,17,17,46,0.826086957,0,0.173913043,1,10,760,10,1,25,40,640
5aur_A,2xrh_A,67,84,57,74,0.6665,17,17,46,0.845679012,0,0.154320988,1,10,760,10,1,20,120,1430
2rkl_A,2ond_A,294,311,356,372,0.57084,17,16,46,0.847560976,0,0.152439024,1,20,5,420,1,25,40,10
2rkl_A,3gw4_A,294,311,128,144,0.65866,17,16,46,0.865853659,0,0.134146341,1,20,5,420,1,25,40,10
1aep_A,3ku3_B,100,124,34,57,0.69168,24,23,46,0.867924528,0.014150943,0.117924528,1,20,120,20,3,90,20,10
1gs9_A,1z0k_B,66,89,480,503,0.57945,23,23,46,0.760180995,0,0.239819005,1,20,120,20,4,10,860,20
3oa8_B,2abw_A,188,203,65,81,0.55861,15,16,45,0.879746835,0,0.120253165,1,10,760,10,3,40,50,880
3tva_A,4j29_A,132,160,35,62,0.5527,28,27,45,0.611320755,0.166037736,0.222641509,3,20,20,150,3,40,50,11230
2gjl_A,2l2q_A,90,125,46,83,0.56227,35,37,45,0.495176849,0.305466238,0.199356913,3,20,20,70,3,40,50,2300
4ld1_A,1s4u_X,1042,1071,191,221,0.5526,29,30,45,0,0.476953908,0.523046092,2,60,450,20,2,130,10,10
3bj6_B,4j29_A,34,51,87,105,0.56946,17,18,45,0.823943662,0,0.176056338,1,10,10,10,3,40,50,11230
3kif_D,2fp8_B,28,57,103,134,0.56691,29,31,45,0,0.576512456,0.423487544,2,20,25,650,2,120,10,30
1xg4_D,2g2c_A,97,121,55,79,0.56394,24,24,45,0.477832512,0.216748768,0.305418719,3,20,20,60,3,40,980,10
3s2w_G,4j29_A,15,32,87,105,0.56213,17,18,45,0.870967742,0,0.129032258,1,10,10,10,3,40,50,11230
3bja_A,4j29_A,30,48,87,106,0.55187,18,19,45,0.761006289,0.081761006,0.157232704,1,10,10,10,3,40,50,11230
2nnn_C,2jya_A,62,77,53,69,0.64754,15,16,45,0.872180451,0.022556391,0.105263158,1,10,10,10,3,30,160,190
3ulq_B,1dzk_A,154,169,124,140,0.57884,15,16,45,0.829931973,0,0.170068027,1,10,10,10,2,40,128,20
1wve_C,3b7c_A,658,676,45,63,0.57813,18,18,45,0.827160494,0.00617284,0.166666667,1,10,760,10,3,10,450,50
4hno_A,3can_A,44,61,79,96,0.69365,17,17,44,0.878453039,0,0.121546961,3,20,20,150,3,80,30,10
2rkl_A,2h6f_A,308,325,251,268,0.63149,17,17,44,0.863354037,0,0.136645963,1,20,5,420,1,25,40,120
4tv5_A,3lua_A,99,115,9,25,0.57961,16,16,44,0.71978022,0,0.28021978,3,20,20,60,3,40,50,2300
1ytz_T,1ukl_C,172,195,371,394,0.58907,23,23,44,0.731818182,0,0.268181818,1,20,5,350,4,10,280,10
3f5h_A,1qoj_A,1,35,639,671,0.56886,34,32,44,0.129969419,0,0.857798165,1,20,5,1180,4,10,860,10
1gjj_A,3j7y_g,9,26,150,167,0.61899,17,17,44,0.686468647,0.00330033,0.310231023,1,10,720,40,3,30,780,10
3hd7_E,5jg7_B,25,43,138,156,0.6134,18,18,44,0.865030675,0,0.134969325,1,20,5,110,3,40,50,1980
4p3f_A,2qfc_A,169,185,153,171,0.62875,16,18,44,0.877419355,0,0.122580645,1,10,3450,40,1,25,40,10
3f5h_A,4yli_E,1,19,129,147,0.56681,18,18,44,0.12,0.005714286,0.851428571,1,20,5,1180,3,10,100,10
3hd7_E,1ybx_A,25,43,13,31,0.65795,18,18,44,0.877300613,0,0.122699387,1,20,5,110,3,30,1310,10
2rkl_A,4kyo_D,294,311,538,555,0.61523,17,17,44,0.860606061,0,0.139393939,1,20,5,420,1,25,40,10
3ku3_B,1nlw_E,68,90,748,770,0.57936,22,22,44,0.768181818,0,0.231818182,3,90,20,10,4,10,280,10
4mnu_B,4j29_A,56,78,87,109,0.60041,22,22,44,0.658536585,0.165853659,0.175609756,1,10,10,10,3,40,50,11230
4m44_B,1nlw_E,68,90,748,770,0.58838,22,22,44,0.796116505,0,0.203883495,3,90,20,10,4,10,280,10
2v82_A,3llv_A,121,168,70,114,0.61555,47,44,44,0.51,0.185,0.305,3,20,20,70,3,40,50,720
1fip_A,3tl8_F,80,97,273,291,0.59103,17,18,44,0.87804878,0,0.12195122,1,10,10,60,1,20,1280,220
3iqu_A,1elw_A,161,196,3,36,0.64598,35,33,44,0.889221557,0,0.110778443,1,20,190,20,1,25,40,10
1qwg_A,2pln_A,52,77,9,33,0.60409,25,24,44,0.714876033,0.165289256,0.119834711,3,20,20,70,3,40,50,2300
5b31_G,1wmi_A,26,42,20,36,0.61248,16,16,44,0.779874214,0,0.220125786,1,10,20,10,3,30,2310,20
2caz_F,5e62_B,150,173,111,134,0.57093,23,23,44,0.887387387,0,0.112612613,1,10,287,660,3,90,20,10
3iqu_A,2pl2_A,7,34,146,173,0.72315,27,27,44,0.869090909,0,0.130909091,1,20,190,20,1,25,40,10
3fav_A,5e62_B,21,43,106,128,0.60685,22,22,44,0.769230769,0,0.230769231,1,10,287,1060,3,90,20,10
1om2_A,3mkq_B,26,53,706,734,0.60171,27,28,44,0.839534884,0,0.160465116,1,20,960,10,1,25,40,470
2jqq_A,4wre_A,176,198,88,110,0.59617,22,22,44,0.822622108,0,0.177377892,1,20,58,1240,3,10,100,10
3ogi_B,4b6x_A,24,46,193,215,0.60929,22,22,44,0.885714286,0,0.114285714,1,10,287,1060,1,20,58,90
4i6p_A,2yzt_A,20,36,30,46,0.57659,16,16,43,0.872727273,0.006060606,0.121212121,3,10,20,90,3,30,160,250
4ml9_A,2pln_A,-42,-20,6,28,0.57325,22,22,43,0.868778281,0.018099548,0.113122172,3,20,20,70,3,40,50,2300
1sig_A,2qa7_A,329,353,411,439,0.58492,24,28,43,0.890070922,0,0.109929078,1,10,601,10,1,20,58,1920
3mhv_A,2qfc_A,294,311,212,229,0.63872,17,17,43,0.872727273,0,0.127272727,1,20,5,420,1,25,40,10
4hv0_C,2gax_A,3,25,61,83,0.56045,22,22,43,0.764423077,0.163461538,0.072115385,1,10,1220,10,3,40,1490,10
5e62_B,1a92_A,38,60,26,48,0.58033,22,22,43,0.742424242,0.065656566,0.191919192,3,90,20,10,4,10,220,40
1w2l_A,3b7c_A,83,99,45,61,0.64002,16,16,43,0.873417722,0.006329114,0.120253165,1,10,760,10,3,10,450,50
2xi8_A,2jya_A,24,39,53,69,0.56279,15,16,43,0.656441718,0.018404908,0.325153374,1,10,260,40,3,30,160,190
4p3g_D,4kbq_A,89,109,61,77,0.55322,20,16,43,0.8375,0,0.1625,1,10,3450,40,1,25,40,10
3qh9_A,5jg7_B,63,80,138,155,0.62642,17,17,43,0.875,0,0.125,1,20,5,1160,3,40,50,1980
2ijq_B,4cgv_B,38,61,134,155,0.56822,23,21,43,0.876068376,0,0.123931624,1,10,3450,10,1,25,40,10
2a4a_A,1vp8_A,119,135,107,124,0.61512,16,17,43,0.872483221,0,0.127516779,3,20,20,70,3,40,1380,20
4j20_A,3b7c_A,71,87,45,61,0.60159,16,16,43,0.883211679,0.00729927,0.109489051,1,10,760,10,3,10,450,50
3gwl_A,5f7v_A,137,161,37,63,0.568,24,26,43,0.82173913,0.02173913,0.156521739,1,20,120,310,3,40,190,10
1gks_A,3b7c_A,61,77,45,61,0.62815,16,16,43,0.751592357,0.006369427,0.242038217,1,10,760,10,3,10,450,50
2qvo_A,3c6c_A,17,34,266,284,0.55342,17,18,43,0.734939759,0.126506024,0.138554217,1,10,10,10,3,20,20,70
2cc0_A,1zi8_A,163,182,43,62,0.56671,19,19,43,0.63190184,0.300613497,0.067484663,3,20,20,370,3,40,50,1820
4l0r_B,1a92_A,78,113,14,49,0.72641,35,35,43,0.896946565,0,0.103053435,1,20,58,90,4,10,220,40
2ijq_A,3u8v_A,45,60,50,66,0.57372,15,16,43,0.804733728,0,0.195266272,1,10,3450,10,1,20,120,660
2cpg_B,2gax_A,7,29,61,83,0.55356,22,22,43,0.72361809,0.165829146,0.110552764,1,10,1220,10,3,40,1490,10
1c75_A,3b7c_A,77,92,45,61,0.56212,15,16,43,0.81640625,0.00390625,0.1796875,1,10,760,10,3,10,450,50
2vws_A,1vp8_A,101,117,112,128,0.56562,16,16,43,0.679738562,0,0.320261438,3,20,20,60,3,40,1380,20
3iqu_A,3u4t_B,163,179,402,417,0.70942,16,15,43,0.846666667,0,0.153333333,1,20,190,20,1,25,40,10
3r2c_A,2hr2_A,95,113,54,73,0.57157,18,19,43,0.783861671,0,0.216138329,1,10,940,10,1,25,40,10
3tva_A,4ycs_A,130,150,66,84,0.58269,20,18,42,0.871428571,0.014285714,0.114285714,3,20,20,150,3,40,50,2300
1t6o_A,5eka_A,459,475,21,37,0.56815,16,16,42,0.834437086,0,0.165562914,1,10,8,10,4,10,520,10
1xod_B,3hz7_A,95,117,31,53,0.57369,22,22,42,0.690140845,0.262910798,0.046948357,2,30,29,30,3,30,110,40
4lyp_B,2hsj_D,165,181,146,162,0.67764,16,16,42,0.819277108,0,0.180722892,3,20,20,80,3,40,50,1110
3r2c_A,2kc7_A,81,95,44,61,0.55194,14,17,42,0.854477612,0,0.145522388,1,10,940,10,1,25,40,10
1ytz_T,5kdo_B,171,192,4,25,0.57038,21,21,42,0.829268293,0,0.170731707,1,20,5,350,2,130,10,10
256b_A,4kyo_D,19,41,464,486,0.55945,22,22,42,0.813829787,0,0.186170213,1,20,120,10,1,25,40,10
5dcm_A,3usb_B,170,186,252,268,0.55962,16,16,42,0.673076923,0.083333333,0.243589744,1,10,10,10,3,20,20,70
3t97_C,3ku3_B,364,395,65,96,0.64972,31,31,42,0.89869281,0,0.10130719,1,20,5,170,3,90,20,10
2vp8_B,1vp8_A,182,206,17,39,0.56746,24,22,42,0.843434343,0.025252525,0.131313131,3,20,20,20,3,40,1380,20
4lrv_C,2gax_A,4,26,61,83,0.59608,22,22,42,0.676328502,0.111111111,0.212560386,1,10,1220,160,3,40,1490,10
256b_A,4a1g_B,18,39,110,131,0.59342,21,21,42,0.87431694,0,0.12568306,1,20,120,10,1,25,40,430
4rs8_A,3tl8_F,36,57,273,295,0.57017,21,22,42,0.836538462,0.033653846,0.129807692,1,10,10,10,1,20,1280,220
4wui_A,3h5i_A,36,54,62,76,0.552,18,14,42,0.585798817,0.047337278,0.366863905,3,20,20,70,3,40,50,2300
2fxa_A,3tl8_F,69,90,273,295,0.60282,21,22,42,0.819742489,0.034334764,0.145922747,1,10,10,10,1,20,1280,220
4mi8_B,3woz_B,68,84,744,759,0.55747,16,15,42,0.807692308,0,0.192307692,1,10,437,10,1,25,10,10
3f5h_A,1am9_B,5,27,370,392,0.79132,22,22,42,0.157276995,0,0.838028169,1,20,5,1180,4,10,280,10
3gaa_B,3ku3_B,214,239,40,65,0.56041,25,25,42,0.846153846,0,0.153846154,3,40,50,10900,3,90,20,10
1b72_A,2np2_A,207,223,28,44,0.64263,16,16,41,0.666666667,0,0.333333333,1,10,10,60,4,10,520,10
2hos_B,1owf_B,25,41,16,32,0.5892,16,16,41,0.813664596,0,0.186335404,1,10,10,60,4,10,520,10
1vcs_A,1u2m_C,42,86,52,97,0.74776,44,45,41,0.812734082,0,0.187265918,1,20,58,400,3,30,910,20
3mx7_A,1uai_A,15,44,156,183,0.68679,29,27,41,0,0.713768116,0.286231884,2,40,128,180,2,60,120,200
4bwn_A,1am9_B,329,346,370,387,0.63165,17,17,41,0.888198758,0,0.111801242,1,20,5,990,4,10,280,10
1tzv_A,2ond_A,82,99,423,438,0.60394,17,15,41,0.774358974,0,0.225641026,1,10,940,10,1,25,40,10
1ceo_A,1esc_A,106,127,215,236,0.62199,21,21,41,0.787610619,0,0.212389381,3,20,20,80,3,40,50,1110
4uus_E,1owf_B,25,41,16,32,0.58694,16,16,41,0.814814815,0,0.185185185,1,10,10,60,4,10,520,10
4p3g_D,2wvi_A,89,106,131,148,0.58127,17,17,41,0.791366906,0,0.208633094,1,10,3450,40,1,25,40,430
4wsf_A,1nxi_A,81,103,43,65,0.5744,22,22,41,0.727513228,0.222222222,0.05026455,2,30,29,30,3,30,70,970
1baz_C,2bo1_A,14,35,41,62,0.57682,21,21,41,0.76119403,0.014925373,0.223880597,1,10,1220,10,3,30,1330,30
4ext_A,1sc3_B,162,177,362,378,0.55257,15,16,41,0.895424837,0,0.104575163,1,20,58,1280,3,30,70,1470
3nar_A,1owf_B,684,700,16,32,0.5768,16,16,41,0.796052632,0,0.203947368,1,10,10,60,4,10,520,10
2yms_B,4g55_A,131,173,88,129,0.62145,42,41,41,0,0.566666667,0.433333333,2,40,10,480,2,130,10,110
3mx7_A,2cws_A,15,43,239,265,0.62301,28,26,41,0.003831418,0.750957854,0.245210728,2,40,128,180,2,60,120,200
1b72_A,1owf_B,207,223,16,32,0.5666,16,16,41,0.666666667,0,0.333333333,1,10,10,60,4,10,520,10
4esb_A,1wwp_A,43,64,54,75,0.55724,21,21,41,0.637755102,0.255102041,0.107142857,1,10,10,10,1,20,120,330
4fxe_A,3v7q_A,8,29,44,65,0.56185,21,21,41,0.884210526,0.015789474,0.1,1,10,1220,10,3,30,1330,30
1w0m_A,4j29_A,76,120,39,84,0.57337,44,45,41,0.556756757,0.194594595,0.248648649,3,20,20,70,3,40,50,11230
4hv0_C,2bo1_A,5,26,41,62,0.6218,21,21,41,0.833333333,0.095959596,0.070707071,1,10,1220,10,3,30,1330,30
2ijq_B,3zfw_B,36,63,325,349,0.60953,27,24,41,0.830827068,0,0.169172932,1,10,3450,10,1,25,40,10
256b_A,3cvp_A,18,43,407,432,0.57231,25,25,41,0.781395349,0,0.218604651,1,20,120,10,1,25,40,10
2k29_A,3v7q_A,8,29,44,65,0.55335,21,21,41,0.862745098,0.06162465,0.075630252,1,10,1220,10,3,30,1330,30
3f5h_A,1ukl_C,13,36,371,394,0.61931,23,23,40,0.155963303,0,0.839449541,1,20,5,1180,4,10,280,10
3d1n_P,4m44_B,208,228,37,57,0.5597,20,20,40,0.739726027,0,0.260273973,1,10,260,40,3,90,20,10
4wfv_A,2bo1_A,123,143,41,61,0.58743,20,20,40,0.866995074,0.009852217,0.123152709,2,40,128,20,3,30,1330,30
3qh9_A,3mnf_A,64,80,220,236,0.62816,16,16,40,0.8625,0,0.1375,1,20,5,1160,3,40,50,10900
3gaa_B,4m44_B,214,239,40,65,0.56828,25,25,40,0.83805668,0,0.16194332,3,40,50,10900,3,90,20,10
2ijq_A,3ffl_A,61,81,120,138,0.55383,20,18,40,0.88372093,0,0.11627907,1,10,3450,10,1,25,40,10
3fiq_A,2bo1_A,124,144,41,61,0.56224,20,20,40,0.841432225,0.00511509,0.153452685,2,40,128,20,3,30,1330,30
1uku_A,5eka_A,11,33,30,51,0.55542,22,21,40,0.625,0.197115385,0.177884615,3,30,70,120,4,10,520,10
1opc_A,4ext_A,197,213,186,202,0.64008,16,16,40,0.765432099,0,0.234567901,1,10,10,10,1,20,58,1280
3e5d_A,4j29_A,82,98,90,106,0.56232,16,16,40,0.786666667,0.053333333,0.16,3,10,180,10,3,40,50,11230
1p1l_A,5eka_A,12,34,30,51,0.55938,22,21,40,0.637681159,0.207729469,0.154589372,3,30,70,120,4,10,520,10
3iqu_A,2vq2_A,13,34,185,205,0.66721,21,20,40,0.843317972,0,0.156682028,1,20,190,20,1,25,40,10
3sja_C,2fup_A,41,64,46,69,0.65292,23,23,40,0.808888889,0,0.191111111,1,10,287,660,1,20,58,300
3ahp_A,5eka_A,16,38,30,51,0.56805,22,21,40,0.616666667,0.183333333,0.2,3,30,70,120,4,10,520,10
4uht_A,4ext_A,193,209,186,202,0.65948,16,16,40,0.832298137,0,0.167701863,1,10,10,10,1,20,58,1280
1vcs_A,3ku3_B,67,92,40,65,0.56667,25,25,40,0.861995754,0,0.138004246,1,20,58,400,3,90,20,10
4nhj_B,4ext_A,197,213,186,202,0.66262,16,16,40,0.838709677,0,0.161290323,1,10,10,10,1,20,58,1280
2oqg_C,4j29_A,44,66,87,109,0.58006,22,22,40,0.661904762,0.214285714,0.123809524,1,10,10,10,3,40,50,11230
